-1.879646301269531250e+01,-5.797703742980957031e+00,-1.329870796203613281e+01,2.999489009380340576e-01,8.125000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.411544990539550781e+01,1.653050899505615234e+00,-3.833196258544921875e+01,2.256346321105957031e+01,4.843750000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.387021636962890625e+01,4.862960338592529297e+00,-5.143779373168945312e+01,2.704616546630859375e+00,4.218750000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.736149215698242188e+01,-3.870637130737304688e+01,-1.445463371276855469e+01,5.799510002136230469e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.735835647583007812e+01,-3.754130601882934570e+00,-5.320712280273437500e+01,1.960289764404296875e+01,7.187500000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.506058502197265625e+01,-1.281610012054443359e+01,-3.418078613281250000e+01,1.193630027770996094e+01,7.968750000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.811921081542968750e+02,6.237350463867187500e+01,-7.134362792968750000e+01,2.901622314453125000e+02,4.687500000000000000e-02,1.000000000000000000e+00,0.000000000000000000e+00
-3.158923721313476562e+01,-2.304707527160644531e+01,-1.772427940368652344e+01,9.182117462158203125e+00,9.062500000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.375757598876953125e+01,-3.813276672363281250e+01,-2.818413734436035156e+00,7.193602561950683594e+00,1.000000000000000000e+00,9.375000000000000000e-01,0.000000000000000000e+00
6.271188354492187500e+01,-2.786695098876953125e+01,-4.913295364379882812e+01,1.397117919921875000e+02,7.500000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-3.488615036010742188e+01,-6.403776550292968750e+01,1.462373924255371094e+01,1.452787399291992188e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.958237266540527344e+01,-6.542128753662109375e+01,4.493438720703125000e+01,9.045281410217285156e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.855858612060546875e+01,-6.684094238281250000e+01,2.871049880981445312e+01,9.571856498718261719e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.355854034423828125e+01,-6.591226196289062500e+01,2.666882324218750000e+01,5.684900283813476562e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.279328155517578125e+01,-5.308842086791992188e+01,-1.530137252807617188e+01,1.411830749511718750e+02,9.687500000000000000e-01,7.656250000000000000e-01,0.000000000000000000e+00
-3.491494369506835938e+01,-4.745454788208007812e+01,3.397526741027832031e+00,9.142078399658203125e+00,1.000000000000000000e+00,3.281250000000000000e-01,0.000000000000000000e+00
-4.461195373535156250e+01,-4.326666641235351562e+01,-1.227431678771972656e+01,1.092903137207031250e+01,1.000000000000000000e+00,9.843750000000000000e-01,0.000000000000000000e+00
-3.618025207519531250e+01,-2.525679588317871094e+01,-2.375699996948242188e+01,1.283354187011718750e+01,7.968750000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.776249885559082031e+01,-3.114100456237792969e+01,1.760710716247558594e+00,1.617795109748840332e+00,1.000000000000000000e+00,4.375000000000000000e-01,0.000000000000000000e+00
-3.937667846679687500e+01,-9.383622169494628906e+00,-3.783821105957031250e+01,7.845151901245117188e+00,7.500000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
