-3.910420417785644531e+00,-9.841194152832031250e-01,2.978415489196777344e+00,5.468750000000000000e-01,9.375000000000000000e-02
3.003094482421875000e+02,4.266095733642578125e+01,1.682737112045288086e+00,0.000000000000000000e+00,4.218750000000000000e-01
4.108701171875000000e+02,5.860541534423828125e+01,6.322044730186462402e-01,0.000000000000000000e+00,7.968750000000000000e-01
2.819038696289062500e+02,4.020060729980468750e+01,4.996334910392761230e-01,0.000000000000000000e+00,8.437500000000000000e-01
3.687029418945312500e+02,5.255951690673828125e+01,7.863061428070068359e-01,0.000000000000000000e+00,7.656250000000000000e-01
1.982625122070312500e+02,2.825727462768554688e+01,4.615957736968994141e-01,0.000000000000000000e+00,8.750000000000000000e-01
4.967068176269531250e+02,7.086401367187500000e+01,6.587231755256652832e-01,0.000000000000000000e+00,7.968750000000000000e-01
9.549352264404296875e+01,1.358941268920898438e+01,3.676368594169616699e-01,0.000000000000000000e+00,8.750000000000000000e-01
-1.092042732238769531e+01,-1.652057409286499023e+00,6.439741849899291992e-01,2.500000000000000000e-01,7.968750000000000000e-01
1.618218841552734375e+02,2.299319458007812500e+01,8.695294260978698730e-01,0.000000000000000000e+00,7.343750000000000000e-01
-1.605730895996093750e+02,-2.303423500061035156e+01,6.665539741516113281e-01,0.000000000000000000e+00,8.437500000000000000e-01
-2.834040832519531250e+02,-4.052507019042968750e+01,2.713834643363952637e-01,0.000000000000000000e+00,9.218750000000000000e-01
-2.159271087646484375e+02,-3.089516067504882812e+01,3.390203714370727539e-01,0.000000000000000000e+00,8.750000000000000000e-01
-1.893079071044921875e+02,-2.707185173034667969e+01,1.950543671846389771e-01,0.000000000000000000e+00,9.062500000000000000e-01
-1.650014495849609375e+02,-2.364473724365234375e+01,5.117104053497314453e-01,0.000000000000000000e+00,8.437500000000000000e-01
3.448100280761718750e+01,4.864140510559082031e+00,4.320169091224670410e-01,4.687500000000000000e-02,8.437500000000000000e-01
1.547195739746093750e+02,2.200908279418945312e+01,6.559857130050659180e-01,0.000000000000000000e+00,7.968750000000000000e-01
1.569285278320312500e+02,2.235763931274414062e+01,4.250490367412567139e-01,0.000000000000000000e+00,8.593750000000000000e-01
4.531766128540039062e+01,6.340035915374755859e+00,9.374085664749145508e-01,4.687500000000000000e-02,7.343750000000000000e-01
2.276666412353515625e+02,3.247445678710937500e+01,3.454424142837524414e-01,0.000000000000000000e+00,9.062500000000000000e-01
2.243818511962890625e+02,3.198005676269531250e+01,5.214471817016601562e-01,0.000000000000000000e+00,8.125000000000000000e-01
7.865236663818359375e+01,1.120495223999023438e+01,2.177069187164306641e-01,0.000000000000000000e+00,9.531250000000000000e-01
-4.494643020629882812e+01,-6.460915565490722656e+00,2.799788713455200195e-01,4.687500000000000000e-02,9.375000000000000000e-01
-1.178453292846679688e+02,-1.689729881286621094e+01,4.357572793960571289e-01,0.000000000000000000e+00,8.593750000000000000e-01
2.570915794372558594e+01,3.559850931167602539e+00,7.902014255523681641e-01,1.562500000000000000e-02,7.968750000000000000e-01
-3.692967224121093750e+02,-5.285330581665039062e+01,6.764174699783325195e-01,1.562500000000000000e-02,7.500000000000000000e-01
-4.575751876831054688e+01,-6.574501037597656250e+00,2.639897465705871582e-01,1.562500000000000000e-02,9.062500000000000000e-01
-7.558169555664062500e+01,-1.084385204315185547e+01,3.252736628055572510e-01,0.000000000000000000e+00,8.750000000000000000e-01
-9.656460571289062500e+01,-1.391193580627441406e+01,8.189500570297241211e-01,0.000000000000000000e+00,7.812500000000000000e-01
-2.565696716308593750e+02,-3.671210479736328125e+01,4.150558710098266602e-01,0.000000000000000000e+00,8.437500000000000000e-01
-1.052615642547607422e+01,-1.563593387603759766e+00,4.189978837966918945e-01,4.687500000000000000e-02,8.750000000000000000e-01
-3.704981231689453125e+01,-5.440901756286621094e+00,1.036498904228210449e+00,1.562500000000000000e-02,7.343750000000000000e-01
